,date,temperatures(C),humidity(%),pressure(hPa),energy
281,2021-01-12 17:00,1.5,69.0,1009.0,413.46399999999267
282,2021-01-12 18:00,1.3,74.0,1008.7,396.10400000000664
283,2021-01-12 19:00,1.7,68.0,1009.0,367.1999999999971
284,2021-01-12 20:00,1.7,69.0,1009.4,334.6319999999978
285,2021-01-12 21:00,1.4,75.0,1009.5,317.7280000000028
286,2021-01-12 22:00,1.3,79.0,1009.7,284.71199999999953
287,2021-01-12 23:00,0.4,86.0,1009.8,272.0
288,2021-01-13 0:00,0.1,91.0,1009.4,258.0639999999985
289,2021-01-13 1:00,-0.4,93.0,1009.1,234.38400000000547
290,2021-01-13 2:00,-1.0,94.0,1008.8,233.39199999999255
291,2021-01-13 3:00,-1.1,95.0,1008.9,232.12800000001153
292,2021-01-13 4:00,-1.0,94.0,1008.5,234.7039999999979
293,2021-01-13 5:00,-1.8,95.0,1008.6,234.84799999999814
294,2021-01-13 6:00,-1.9,95.0,1008.6,231.08000000000175
295,2021-01-13 7:00,-2.0,95.0,1008.5,234.4079999999958
296,2021-01-13 8:00,-1.8,95.0,1008.6,251.21600000000035
297,2021-01-13 9:00,-0.9,94.0,1008.7,283.98399999999674
298,2021-01-13 10:00,1.0,82.0,1009.0,353.01600000000326
299,2021-01-13 11:00,3.8,69.0,1008.6,386.0479999999952
300,2021-01-13 12:00,6.6,57.0,1007.9,379.6560000000027
301,2021-01-13 13:00,8.8,51.0,1007.2,353.40000000000873
302,2021-01-13 14:00,10.5,51.0,1006.8,351.2719999999972
303,2021-01-13 15:00,10.9,52.0,1006.5,353.6719999999914
304,2021-01-13 16:00,10.7,54.0,1006.9,349.6000000000058
305,2021-01-13 17:00,9.8,58.0,1007.4,353.3600000000006
306,2021-01-13 18:00,8.4,64.0,1008.1,354.6399999999994
307,2021-01-13 19:00,7.7,70.0,1008.5,337.4959999999992
308,2021-01-13 20:00,7.3,75.0,1009.1,302.0320000000065
309,2021-01-13 21:00,6.7,78.0,1009.7,303.11999999999534
310,2021-01-13 22:00,6.5,80.0,1010.2,278.80800000000454
311,2021-01-13 23:00,6.4,81.0,1010.8,260.00800000000163
312,2021-01-14 0:00,5.7,85.0,1011.2,244.02399999999034
313,2021-01-14 1:00,5.0,90.0,1011.5,222.2320000000036
314,2021-01-14 2:00,4.0,95.0,1012.0,210.24799999999232
315,2021-01-14 3:00,3.3,96.0,1012.1,211.32000000000698
316,2021-01-14 4:00,2.0,96.0,1012.2,211.39999999999418
317,2021-01-14 5:00,1.9,97.0,1012.4,204.97600000000966
318,2021-01-14 6:00,1.8,98.0,1013.0,209.9759999999951
319,2021-01-14 7:00,0.8,98.0,1013.6,213.03200000000652
320,2021-01-14 8:00,0.6,98.0,1013.8,231.00800000000163
321,2021-01-14 9:00,1.7,98.0,1014.2,253.39999999999418
322,2021-01-14 10:00,3.5,96.0,1014.4,327.1600000000035
323,2021-01-14 11:00,6.4,82.0,1014.0,351.8719999999885
324,2021-01-14 12:00,8.6,62.0,1013.1,338.7360000000044
325,2021-01-14 13:00,10.5,54.0,1011.8,315.04000000000815
326,2021-01-14 14:00,11.8,51.0,1011.2,317.0639999999985
327,2021-01-14 15:00,12.0,48.0,1010.9,317.39199999999255
328,2021-01-14 16:00,12.2,46.0,1010.9,330.7039999999979
329,2021-01-14 17:00,12.1,42.0,1011.5,337.60800000000745
330,2021-01-14 18:00,10.6,51.0,1011.9,328.32799999999406
331,2021-01-14 19:00,9.8,63.0,1012.0,318.3920000000071
332,2021-01-14 20:00,8.6,67.0,1011.9,293.4079999999958
333,2021-01-14 21:00,8.4,72.0,1011.8,283.67200000000594
334,2021-01-14 22:00,7.5,78.0,1011.8,261.7920000000013
335,2021-01-14 23:00,6.2,86.0,1011.5,254.03199999999197
336,2021-01-15 0:00,6.0,89.0,1011.3,236.26399999999558
337,2021-01-15 1:00,5.6,88.0,1011.2,219.90400000000955
338,2021-01-15 2:00,5.1,94.0,1011.5,210.0
339,2021-01-15 3:00,4.2,95.0,1011.6,203.12799999999697
340,2021-01-15 4:00,4.0,93.0,1011.0,203.18399999999383
341,2021-01-15 5:00,4.2,95.0,1010.5,212.9600000000064
342,2021-01-15 6:00,3.6,96.0,1010.1,209.46399999999267
343,2021-01-15 7:00,3.5,95.0,1009.8,203.26400000001013
344,2021-01-15 8:00,4.9,96.0,1009.2,224.4719999999943
345,2021-01-15 9:00,5.7,94.0,1009.2,252.85599999999977
346,2021-01-15 10:00,7.5,90.0,1009.2,294.31200000000536
347,2021-01-15 11:00,11.3,78.0,1009.5,322.85599999999977
348,2021-01-15 12:00,13.5,73.0,1008.2,320.2079999999987
349,2021-01-15 13:00,14.8,65.0,1007.0,312.4400000000023
350,2021-01-15 14:00,14.9,61.0,1006.2,311.2639999999956
351,2021-01-15 15:00,14.4,66.0,1006.3,310.7679999999964
352,2021-01-15 16:00,14.3,64.0,1006.5,295.10400000000664
353,2021-01-15 17:00,13.1,75.0,1006.8,297.48799999999756
354,2021-01-15 18:00,11.2,83.0,1007.1,294.8640000000014
355,2021-01-15 19:00,9.8,87.0,1007.8,280.2320000000036
356,2021-01-15 20:00,7.9,87.0,1008.3,255.73599999998987
357,2021-01-15 21:00,6.8,87.0,1009.1,251.97600000000966
358,2021-01-15 22:00,5.7,78.0,1010.0,241.4719999999943
359,2021-01-15 23:00,4.5,74.0,1010.7,232.4719999999943
360,2021-01-16 0:00,3.5,77.0,1010.2,227.2320000000036
